copy_id,book_id,copy_number,location,rack,shelf,status
CP22438,BK748,copy28,L5,L5R17,L5R17S4,Available
CP22439,BK748,copy29,L5,L5R17,L5R17S4,Available
CP22440,BK748,copy30,L5,L5R17,L5R17S4,Available
CP22441,BK749,copy1,L5,L5R17,L5R17S5,Available
CP22442,BK749,copy2,L5,L5R17,L5R17S5,Available
CP22443,BK749,copy3,L5,L5R17,L5R17S5,Available
CP22444,BK749,copy4,L5,L5R17,L5R17S5,Available
CP22445,BK749,copy5,L5,L5R17,L5R17S5,Available
CP22446,BK749,copy6,L5,L5R17,L5R17S5,Available
CP22447,BK749,copy7,L5,L5R17,L5R17S5,Available
CP22448,BK749,copy8,L5,L5R17,L5R17S5,Available
CP22449,BK749,copy9,L5,L5R17,L5R17S5,Available
CP22450,BK749,copy10,L5,L5R17,L5R17S5,Available
CP22451,BK749,copy11,L5,L5R17,L5R17S5,Available
CP22452,BK749,copy12,L5,L5R17,L5R17S5,Available
CP22453,BK749,copy13,L5,L5R17,L5R17S5,Available
CP22454,BK749,copy14,L5,L5R17,L5R17S5,Available
CP22455,BK749,copy15,L5,L5R17,L5R17S5,Available
CP22456,BK749,copy16,L5,L5R17,L5R17S5,Available
CP22457,BK749,copy17,L5,L5R17,L5R17S5,Available
CP22458,BK749,copy18,L5,L5R17,L5R17S5,Available
CP22459,BK749,copy19,L5,L5R17,L5R17S5,Available
CP22460,BK749,copy20,L5,L5R17,L5R17S5,Available
CP22461,BK749,copy21,L5,L5R17,L5R17S5,Available
CP22462,BK749,copy22,L5,L5R17,L5R17S5,Available
CP22463,BK749,copy23,L5,L5R17,L5R17S5,Available
CP22464,BK749,copy24,L5,L5R17,L5R17S5,Available
CP22465,BK749,copy25,L5,L5R17,L5R17S5,Available
CP22466,BK749,copy26,L5,L5R17,L5R17S5,Available
CP22467,BK749,copy27,L5,L5R17,L5R17S5,Available
CP22468,BK749,copy28,L5,L5R17,L5R17S5,Available
CP22469,BK749,copy29,L5,L5R17,L5R17S5,Available
CP22470,BK749,copy30,L5,L5R17,L5R17S5,Available
CP22471,BK750,copy1,L5,L5R17,L5R17S6,Available
CP22472,BK750,copy2,L5,L5R17,L5R17S6,Available
CP22473,BK750,copy3,L5,L5R17,L5R17S6,Available
CP22474,BK750,copy4,L5,L5R17,L5R17S6,Available
CP22475,BK750,copy5,L5,L5R17,L5R17S6,Available
CP22476,BK750,copy6,L5,L5R17,L5R17S6,Available
CP22477,BK750,copy7,L5,L5R17,L5R17S6,Available
CP22478,BK750,copy8,L5,L5R17,L5R17S6,Available
CP22479,BK750,copy9,L5,L5R17,L5R17S6,Available
CP22480,BK750,copy10,L5,L5R17,L5R17S6,Available
CP22481,BK750,copy11,L5,L5R17,L5R17S6,Available
CP22482,BK750,copy12,L5,L5R17,L5R17S6,Available
CP22483,BK750,copy13,L5,L5R17,L5R17S6,Available
CP22484,BK750,copy14,L5,L5R17,L5R17S6,Available
CP22485,BK750,copy15,L5,L5R17,L5R17S6,Available
CP22486,BK750,copy16,L5,L5R17,L5R17S6,Available
CP22487,BK750,copy17,L5,L5R17,L5R17S6,Available
CP22488,BK750,copy18,L5,L5R17,L5R17S6,Available
CP22489,BK750,copy19,L5,L5R17,L5R17S6,Available
CP22490,BK750,copy20,L5,L5R17,L5R17S6,Available
CP22491,BK750,copy21,L5,L5R17,L5R17S6,Available
CP22492,BK750,copy22,L5,L5R17,L5R17S6,Available
CP22493,BK750,copy23,L5,L5R17,L5R17S6,Available
CP22494,BK750,copy24,L5,L5R17,L5R17S6,Available
CP22495,BK750,copy25,L5,L5R17,L5R17S6,Available
CP22496,BK750,copy26,L5,L5R17,L5R17S6,Available
CP22497,BK750,copy27,L5,L5R17,L5R17S6,Available
CP22498,BK750,copy28,L5,L5R17,L5R17S6,Available
CP22499,BK750,copy29,L5,L5R17,L5R17S6,Available
CP22500,BK750,copy30,L5,L5R17,L5R17S6,Available
CP22501,BK751,copy1,L5,L5R18,L5R18S1,Available
CP22502,BK751,copy2,L5,L5R18,L5R18S1,Available
CP22503,BK751,copy3,L5,L5R18,L5R18S1,Available
CP22504,BK751,copy4,L5,L5R18,L5R18S1,Available
CP22505,BK751,copy5,L5,L5R18,L5R18S1,Available
CP22506,BK751,copy6,L5,L5R18,L5R18S1,Available
CP22507,BK751,copy7,L5,L5R18,L5R18S1,Available
CP22508,BK751,copy8,L5,L5R18,L5R18S1,Available
CP22509,BK751,copy9,L5,L5R18,L5R18S1,Available
CP22510,BK751,copy10,L5,L5R18,L5R18S1,Available
CP22511,BK751,copy11,L5,L5R18,L5R18S1,Available
CP22512,BK751,copy12,L5,L5R18,L5R18S1,Available
CP22513,BK751,copy13,L5,L5R18,L5R18S1,Available
CP22514,BK751,copy14,L5,L5R18,L5R18S1,Available
CP22515,BK751,copy15,L5,L5R18,L5R18S1,Available
CP22516,BK751,copy16,L5,L5R18,L5R18S1,Available
CP22517,BK751,copy17,L5,L5R18,L5R18S1,Available
CP22518,BK751,copy18,L5,L5R18,L5R18S1,Available
CP22519,BK751,copy19,L5,L5R18,L5R18S1,Available
CP22520,BK751,copy20,L5,L5R18,L5R18S1,Available
CP22521,BK751,copy21,L5,L5R18,L5R18S1,Available
CP22522,BK751,copy22,L5,L5R18,L5R18S1,Available
CP22523,BK751,copy23,L5,L5R18,L5R18S1,Available
CP22524,BK751,copy24,L5,L5R18,L5R18S1,Available
CP22525,BK751,copy25,L5,L5R18,L5R18S1,Available
CP22526,BK751,copy26,L5,L5R18,L5R18S1,Available
CP22527,BK751,copy27,L5,L5R18,L5R18S1,Available
CP22528,BK751,copy28,L5,L5R18,L5R18S1,Available
CP22529,BK751,copy29,L5,L5R18,L5R18S1,Available
CP22530,BK751,copy30,L5,L5R18,L5R18S1,Available
CP22531,BK752,copy1,L5,L5R18,L5R18S2,Available
CP22532,BK752,copy2,L5,L5R18,L5R18S2,Available
CP22533,BK752,copy3,L5,L5R18,L5R18S2,Available
CP22534,BK752,copy4,L5,L5R18,L5R18S2,Available
CP22535,BK752,copy5,L5,L5R18,L5R18S2,Available
CP22536,BK752,copy6,L5,L5R18,L5R18S2,Available
CP22537,BK752,copy7,L5,L5R18,L5R18S2,Available
CP22538,BK752,copy8,L5,L5R18,L5R18S2,Available
CP22539,BK752,copy9,L5,L5R18,L5R18S2,Available
CP22540,BK752,copy10,L5,L5R18,L5R18S2,Available
CP22541,BK752,copy11,L5,L5R18,L5R18S2,Available
CP22542,BK752,copy12,L5,L5R18,L5R18S2,Available
CP22543,BK752,copy13,L5,L5R18,L5R18S2,Available
CP22544,BK752,copy14,L5,L5R18,L5R18S2,Available
CP22545,BK752,copy15,L5,L5R18,L5R18S2,Available
CP22546,BK752,copy16,L5,L5R18,L5R18S2,Available
CP22547,BK752,copy17,L5,L5R18,L5R18S2,Available
CP22548,BK752,copy18,L5,L5R18,L5R18S2,Available
CP22549,BK752,copy19,L5,L5R18,L5R18S2,Available
CP22550,BK752,copy20,L5,L5R18,L5R18S2,Available
CP22551,BK752,copy21,L5,L5R18,L5R18S2,Available
CP22552,BK752,copy22,L5,L5R18,L5R18S2,Available
CP22553,BK752,copy23,L5,L5R18,L5R18S2,Available
CP22554,BK752,copy24,L5,L5R18,L5R18S2,Available
CP22555,BK752,copy25,L5,L5R18,L5R18S2,Available
CP22556,BK752,copy26,L5,L5R18,L5R18S2,Available
CP22557,BK752,copy27,L5,L5R18,L5R18S2,Available
CP22558,BK752,copy28,L5,L5R18,L5R18S2,Available
CP22559,BK752,copy29,L5,L5R18,L5R18S2,Available
CP22560,BK752,copy30,L5,L5R18,L5R18S2,Available
CP22561,BK753,copy1,L5,L5R18,L5R18S3,Available
CP22562,BK753,copy2,L5,L5R18,L5R18S3,Available
CP22563,BK753,copy3,L5,L5R18,L5R18S3,Available
CP22564,BK753,copy4,L5,L5R18,L5R18S3,Available
CP22565,BK753,copy5,L5,L5R18,L5R18S3,Available
CP22566,BK753,copy6,L5,L5R18,L5R18S3,Available
CP22567,BK753,copy7,L5,L5R18,L5R18S3,Available
CP22568,BK753,copy8,L5,L5R18,L5R18S3,Available
CP22569,BK753,copy9,L5,L5R18,L5R18S3,Available
CP22570,BK753,copy10,L5,L5R18,L5R18S3,Available
CP22571,BK753,copy11,L5,L5R18,L5R18S3,Available
CP22572,BK753,copy12,L5,L5R18,L5R18S3,Available
CP22573,BK753,copy13,L5,L5R18,L5R18S3,Available
CP22574,BK753,copy14,L5,L5R18,L5R18S3,Available
CP22575,BK753,copy15,L5,L5R18,L5R18S3,Available
CP22576,BK753,copy16,L5,L5R18,L5R18S3,Available
CP22577,BK753,copy17,L5,L5R18,L5R18S3,Available
CP22578,BK753,copy18,L5,L5R18,L5R18S3,Available
CP22579,BK753,copy19,L5,L5R18,L5R18S3,Available
CP22580,BK753,copy20,L5,L5R18,L5R18S3,Available
CP22581,BK753,copy21,L5,L5R18,L5R18S3,Available
CP22582,BK753,copy22,L5,L5R18,L5R18S3,Available
CP22583,BK753,copy23,L5,L5R18,L5R18S3,Available
CP22584,BK753,copy24,L5,L5R18,L5R18S3,Available
CP22585,BK753,copy25,L5,L5R18,L5R18S3,Available
CP22586,BK753,copy26,L5,L5R18,L5R18S3,Available
CP22587,BK753,copy27,L5,L5R18,L5R18S3,Available
CP22588,BK753,copy28,L5,L5R18,L5R18S3,Available
CP22589,BK753,copy29,L5,L5R18,L5R18S3,Available
CP22590,BK753,copy30,L5,L5R18,L5R18S3,Available
CP22591,BK754,copy1,L5,L5R18,L5R18S4,Available
CP22592,BK754,copy2,L5,L5R18,L5R18S4,Available
CP22593,BK754,copy3,L5,L5R18,L5R18S4,Available
CP22594,BK754,copy4,L5,L5R18,L5R18S4,Available
CP22595,BK754,copy5,L5,L5R18,L5R18S4,Available
CP22596,BK754,copy6,L5,L5R18,L5R18S4,Available
CP22597,BK754,copy7,L5,L5R18,L5R18S4,Available
CP22598,BK754,copy8,L5,L5R18,L5R18S4,Available
CP22599,BK754,copy9,L5,L5R18,L5R18S4,Available
CP22600,BK754,copy10,L5,L5R18,L5R18S4,Available
CP22601,BK754,copy11,L5,L5R18,L5R18S4,Available
CP22602,BK754,copy12,L5,L5R18,L5R18S4,Available
CP22603,BK754,copy13,L5,L5R18,L5R18S4,Available
CP22604,BK754,copy14,L5,L5R18,L5R18S4,Available
CP22605,BK754,copy15,L5,L5R18,L5R18S4,Available
CP22606,BK754,copy16,L5,L5R18,L5R18S4,Available
CP22607,BK754,copy17,L5,L5R18,L5R18S4,Available
CP22608,BK754,copy18,L5,L5R18,L5R18S4,Available
CP22609,BK754,copy19,L5,L5R18,L5R18S4,Available
CP22610,BK754,copy20,L5,L5R18,L5R18S4,Available
CP22611,BK754,copy21,L5,L5R18,L5R18S4,Available
CP22612,BK754,copy22,L5,L5R18,L5R18S4,Available
CP22613,BK754,copy23,L5,L5R18,L5R18S4,Available
CP22614,BK754,copy24,L5,L5R18,L5R18S4,Available
CP22615,BK754,copy25,L5,L5R18,L5R18S4,Available
CP22616,BK754,copy26,L5,L5R18,L5R18S4,Available
CP22617,BK754,copy27,L5,L5R18,L5R18S4,Available
CP22618,BK754,copy28,L5,L5R18,L5R18S4,Available
CP22619,BK754,copy29,L5,L5R18,L5R18S4,Available
CP22620,BK754,copy30,L5,L5R18,L5R18S4,Available
CP22621,BK755,copy1,L5,L5R18,L5R18S5,Available
CP22622,BK755,copy2,L5,L5R18,L5R18S5,Available
CP22623,BK755,copy3,L5,L5R18,L5R18S5,Available
CP22624,BK755,copy4,L5,L5R18,L5R18S5,Available
CP22625,BK755,copy5,L5,L5R18,L5R18S5,Available
CP22626,BK755,copy6,L5,L5R18,L5R18S5,Available
CP22627,BK755,copy7,L5,L5R18,L5R18S5,Available
CP22628,BK755,copy8,L5,L5R18,L5R18S5,Available
CP22629,BK755,copy9,L5,L5R18,L5R18S5,Available
CP22630,BK755,copy10,L5,L5R18,L5R18S5,Available
CP22631,BK755,copy11,L5,L5R18,L5R18S5,Available
CP22632,BK755,copy12,L5,L5R18,L5R18S5,Available
CP22633,BK755,copy13,L5,L5R18,L5R18S5,Available
CP22634,BK755,copy14,L5,L5R18,L5R18S5,Available
CP22635,BK755,copy15,L5,L5R18,L5R18S5,Available
CP22636,BK755,copy16,L5,L5R18,L5R18S5,Available
CP22637,BK755,copy17,L5,L5R18,L5R18S5,Available
CP22638,BK755,copy18,L5,L5R18,L5R18S5,Available
CP22639,BK755,copy19,L5,L5R18,L5R18S5,Available
CP22640,BK755,copy20,L5,L5R18,L5R18S5,Available
CP22641,BK755,copy21,L5,L5R18,L5R18S5,Available
CP22642,BK755,copy22,L5,L5R18,L5R18S5,Available
CP22643,BK755,copy23,L5,L5R18,L5R18S5,Available
CP22644,BK755,copy24,L5,L5R18,L5R18S5,Available
CP22645,BK755,copy25,L5,L5R18,L5R18S5,Available
CP22646,BK755,copy26,L5,L5R18,L5R18S5,Available
CP22647,BK755,copy27,L5,L5R18,L5R18S5,Available
CP22648,BK755,copy28,L5,L5R18,L5R18S5,Available
CP22649,BK755,copy29,L5,L5R18,L5R18S5,Available
CP22650,BK755,copy30,L5,L5R18,L5R18S5,Available
CP22651,BK756,copy1,L5,L5R18,L5R18S6,Available
CP22652,BK756,copy2,L5,L5R18,L5R18S6,Available
CP22653,BK756,copy3,L5,L5R18,L5R18S6,Available
CP22654,BK756,copy4,L5,L5R18,L5R18S6,Available
CP22655,BK756,copy5,L5,L5R18,L5R18S6,Available
CP22656,BK756,copy6,L5,L5R18,L5R18S6,Available
CP22657,BK756,copy7,L5,L5R18,L5R18S6,Available
CP22658,BK756,copy8,L5,L5R18,L5R18S6,Available
CP22659,BK756,copy9,L5,L5R18,L5R18S6,Available
CP22660,BK756,copy10,L5,L5R18,L5R18S6,Available
CP22661,BK756,copy11,L5,L5R18,L5R18S6,Available
CP22662,BK756,copy12,L5,L5R18,L5R18S6,Available
CP22663,BK756,copy13,L5,L5R18,L5R18S6,Available
CP22664,BK756,copy14,L5,L5R18,L5R18S6,Available
CP22665,BK756,copy15,L5,L5R18,L5R18S6,Available
CP22666,BK756,copy16,L5,L5R18,L5R18S6,Available
CP22667,BK756,copy17,L5,L5R18,L5R18S6,Available
CP22668,BK756,copy18,L5,L5R18,L5R18S6,Available
CP22669,BK756,copy19,L5,L5R18,L5R18S6,Available
CP22670,BK756,copy20,L5,L5R18,L5R18S6,Available
CP22671,BK756,copy21,L5,L5R18,L5R18S6,Available
CP22672,BK756,copy22,L5,L5R18,L5R18S6,Available
CP22673,BK756,copy23,L5,L5R18,L5R18S6,Available
CP22674,BK756,copy24,L5,L5R18,L5R18S6,Available
CP22675,BK756,copy25,L5,L5R18,L5R18S6,Available
CP22676,BK756,copy26,L5,L5R18,L5R18S6,Available
CP22677,BK756,copy27,L5,L5R18,L5R18S6,Available
CP22678,BK756,copy28,L5,L5R18,L5R18S6,Available
CP22679,BK756,copy29,L5,L5R18,L5R18S6,Available
CP22680,BK756,copy30,L5,L5R18,L5R18S6,Available
CP22681,BK757,copy1,L5,L5R19,L5R19S1,Available
CP22682,BK757,copy2,L5,L5R19,L5R19S1,Available
CP22683,BK757,copy3,L5,L5R19,L5R19S1,Available
CP22684,BK757,copy4,L5,L5R19,L5R19S1,Available
CP22685,BK757,copy5,L5,L5R19,L5R19S1,Available
CP22686,BK757,copy6,L5,L5R19,L5R19S1,Available
CP22687,BK757,copy7,L5,L5R19,L5R19S1,Available
CP22688,BK757,copy8,L5,L5R19,L5R19S1,Available
CP22689,BK757,copy9,L5,L5R19,L5R19S1,Available
CP22690,BK757,copy10,L5,L5R19,L5R19S1,Available
CP22691,BK757,copy11,L5,L5R19,L5R19S1,Available
CP22692,BK757,copy12,L5,L5R19,L5R19S1,Available
CP22693,BK757,copy13,L5,L5R19,L5R19S1,Available
CP22694,BK757,copy14,L5,L5R19,L5R19S1,Available
CP22695,BK757,copy15,L5,L5R19,L5R19S1,Available
CP22696,BK757,copy16,L5,L5R19,L5R19S1,Available
CP22697,BK757,copy17,L5,L5R19,L5R19S1,Available
CP22698,BK757,copy18,L5,L5R19,L5R19S1,Available
CP22699,BK757,copy19,L5,L5R19,L5R19S1,Available
CP22700,BK757,copy20,L5,L5R19,L5R19S1,Available
CP22701,BK757,copy21,L5,L5R19,L5R19S1,Available
CP22702,BK757,copy22,L5,L5R19,L5R19S1,Available
CP22703,BK757,copy23,L5,L5R19,L5R19S1,Available
CP22704,BK757,copy24,L5,L5R19,L5R19S1,Available
CP22705,BK757,copy25,L5,L5R19,L5R19S1,Available
CP22706,BK757,copy26,L5,L5R19,L5R19S1,Available
CP22707,BK757,copy27,L5,L5R19,L5R19S1,Available
CP22708,BK757,copy28,L5,L5R19,L5R19S1,Available
CP22709,BK757,copy29,L5,L5R19,L5R19S1,Available
CP22710,BK757,copy30,L5,L5R19,L5R19S1,Available
CP22711,BK758,copy1,L5,L5R19,L5R19S2,Available
CP22712,BK758,copy2,L5,L5R19,L5R19S2,Available
CP22713,BK758,copy3,L5,L5R19,L5R19S2,Available
CP22714,BK758,copy4,L5,L5R19,L5R19S2,Available
CP22715,BK758,copy5,L5,L5R19,L5R19S2,Available
CP22716,BK758,copy6,L5,L5R19,L5R19S2,Available
CP22717,BK758,copy7,L5,L5R19,L5R19S2,Available
CP22718,BK758,copy8,L5,L5R19,L5R19S2,Available
CP22719,BK758,copy9,L5,L5R19,L5R19S2,Available
CP22720,BK758,copy10,L5,L5R19,L5R19S2,Available
CP22721,BK758,copy11,L5,L5R19,L5R19S2,Available
CP22722,BK758,copy12,L5,L5R19,L5R19S2,Available
CP22723,BK758,copy13,L5,L5R19,L5R19S2,Available
CP22724,BK758,copy14,L5,L5R19,L5R19S2,Available
CP22725,BK758,copy15,L5,L5R19,L5R19S2,Available
CP22726,BK758,copy16,L5,L5R19,L5R19S2,Available
CP22727,BK758,copy17,L5,L5R19,L5R19S2,Available
CP22728,BK758,copy18,L5,L5R19,L5R19S2,Available
CP22729,BK758,copy19,L5,L5R19,L5R19S2,Available
CP22730,BK758,copy20,L5,L5R19,L5R19S2,Available
CP22731,BK758,copy21,L5,L5R19,L5R19S2,Available
CP22732,BK758,copy22,L5,L5R19,L5R19S2,Available
CP22733,BK758,copy23,L5,L5R19,L5R19S2,Available
CP22734,BK758,copy24,L5,L5R19,L5R19S2,Available
CP22735,BK758,copy25,L5,L5R19,L5R19S2,Available
CP22736,BK758,copy26,L5,L5R19,L5R19S2,Available
CP22737,BK758,copy27,L5,L5R19,L5R19S2,Available
CP22738,BK758,copy28,L5,L5R19,L5R19S2,Available
CP22739,BK758,copy29,L5,L5R19,L5R19S2,Available
CP22740,BK758,copy30,L5,L5R19,L5R19S2,Available
CP22741,BK759,copy1,L5,L5R19,L5R19S3,Available
CP22742,BK759,copy2,L5,L5R19,L5R19S3,Available
CP22743,BK759,copy3,L5,L5R19,L5R19S3,Available
CP22744,BK759,copy4,L5,L5R19,L5R19S3,Available
CP22745,BK759,copy5,L5,L5R19,L5R19S3,Available
CP22746,BK759,copy6,L5,L5R19,L5R19S3,Available
CP22747,BK759,copy7,L5,L5R19,L5R19S3,Available
CP22748,BK759,copy8,L5,L5R19,L5R19S3,Available
CP22749,BK759,copy9,L5,L5R19,L5R19S3,Available
CP22750,BK759,copy10,L5,L5R19,L5R19S3,Available
CP22751,BK759,copy11,L5,L5R19,L5R19S3,Available
CP22752,BK759,copy12,L5,L5R19,L5R19S3,Available
CP22753,BK759,copy13,L5,L5R19,L5R19S3,Available
CP22754,BK759,copy14,L5,L5R19,L5R19S3,Available
CP22755,BK759,copy15,L5,L5R19,L5R19S3,Available
CP22756,BK759,copy16,L5,L5R19,L5R19S3,Available
CP22757,BK759,copy17,L5,L5R19,L5R19S3,Available
CP22758,BK759,copy18,L5,L5R19,L5R19S3,Available
CP22759,BK759,copy19,L5,L5R19,L5R19S3,Available
CP22760,BK759,copy20,L5,L5R19,L5R19S3,Available
CP22761,BK759,copy21,L5,L5R19,L5R19S3,Available
CP22762,BK759,copy22,L5,L5R19,L5R19S3,Available
CP22763,BK759,copy23,L5,L5R19,L5R19S3,Available
CP22764,BK759,copy24,L5,L5R19,L5R19S3,Available
CP22765,BK759,copy25,L5,L5R19,L5R19S3,Available
CP22766,BK759,copy26,L5,L5R19,L5R19S3,Available
CP22767,BK759,copy27,L5,L5R19,L5R19S3,Available
CP22768,BK759,copy28,L5,L5R19,L5R19S3,Available
CP22769,BK759,copy29,L5,L5R19,L5R19S3,Available
CP22770,BK759,copy30,L5,L5R19,L5R19S3,Available
CP22771,BK760,copy1,L5,L5R19,L5R19S4,Available
CP22772,BK760,copy2,L5,L5R19,L5R19S4,Available
CP22773,BK760,copy3,L5,L5R19,L5R19S4,Available
CP22774,BK760,copy4,L5,L5R19,L5R19S4,Available
CP22775,BK760,copy5,L5,L5R19,L5R19S4,Available
CP22776,BK760,copy6,L5,L5R19,L5R19S4,Available
CP22777,BK760,copy7,L5,L5R19,L5R19S4,Available
CP22778,BK760,copy8,L5,L5R19,L5R19S4,Available
CP22779,BK760,copy9,L5,L5R19,L5R19S4,Available
CP22780,BK760,copy10,L5,L5R19,L5R19S4,Available
CP22781,BK760,copy11,L5,L5R19,L5R19S4,Available
CP22782,BK760,copy12,L5,L5R19,L5R19S4,Available
CP22783,BK760,copy13,L5,L5R19,L5R19S4,Available
CP22784,BK760,copy14,L5,L5R19,L5R19S4,Available
CP22785,BK760,copy15,L5,L5R19,L5R19S4,Available
CP22786,BK760,copy16,L5,L5R19,L5R19S4,Available
CP22787,BK760,copy17,L5,L5R19,L5R19S4,Available
CP22788,BK760,copy18,L5,L5R19,L5R19S4,Available
CP22789,BK760,copy19,L5,L5R19,L5R19S4,Available
CP22790,BK760,copy20,L5,L5R19,L5R19S4,Available
CP22791,BK760,copy21,L5,L5R19,L5R19S4,Available
CP22792,BK760,copy22,L5,L5R19,L5R19S4,Available
CP22793,BK760,copy23,L5,L5R19,L5R19S4,Available
CP22794,BK760,copy24,L5,L5R19,L5R19S4,Available
CP22795,BK760,copy25,L5,L5R19,L5R19S4,Available
CP22796,BK760,copy26,L5,L5R19,L5R19S4,Available
CP22797,BK760,copy27,L5,L5R19,L5R19S4,Available
CP22798,BK760,copy28,L5,L5R19,L5R19S4,Available
CP22799,BK760,copy29,L5,L5R19,L5R19S4,Available
CP22800,BK760,copy30,L5,L5R19,L5R19S4,Available
CP22801,BK761,copy1,L5,L5R19,L5R19S5,Available
CP22802,BK761,copy2,L5,L5R19,L5R19S5,Available
CP22803,BK761,copy3,L5,L5R19,L5R19S5,Available
CP22804,BK761,copy4,L5,L5R19,L5R19S5,Available
CP22805,BK761,copy5,L5,L5R19,L5R19S5,Available
CP22806,BK761,copy6,L5,L5R19,L5R19S5,Available
CP22807,BK761,copy7,L5,L5R19,L5R19S5,Available
CP22808,BK761,copy8,L5,L5R19,L5R19S5,Available
CP22809,BK761,copy9,L5,L5R19,L5R19S5,Available
CP22810,BK761,copy10,L5,L5R19,L5R19S5,Available
CP22811,BK761,copy11,L5,L5R19,L5R19S5,Available
CP22812,BK761,copy12,L5,L5R19,L5R19S5,Available
CP22813,BK761,copy13,L5,L5R19,L5R19S5,Available
CP22814,BK761,copy14,L5,L5R19,L5R19S5,Available
CP22815,BK761,copy15,L5,L5R19,L5R19S5,Available
CP22816,BK761,copy16,L5,L5R19,L5R19S5,Available
CP22817,BK761,copy17,L5,L5R19,L5R19S5,Available
CP22818,BK761,copy18,L5,L5R19,L5R19S5,Available
CP22819,BK761,copy19,L5,L5R19,L5R19S5,Available
CP22820,BK761,copy20,L5,L5R19,L5R19S5,Available
CP22821,BK761,copy21,L5,L5R19,L5R19S5,Available
CP22822,BK761,copy22,L5,L5R19,L5R19S5,Available
CP22823,BK761,copy23,L5,L5R19,L5R19S5,Available
CP22824,BK761,copy24,L5,L5R19,L5R19S5,Available
CP22825,BK761,copy25,L5,L5R19,L5R19S5,Available
CP22826,BK761,copy26,L5,L5R19,L5R19S5,Available
CP22827,BK761,copy27,L5,L5R19,L5R19S5,Available
CP22828,BK761,copy28,L5,L5R19,L5R19S5,Available
CP22829,BK761,copy29,L5,L5R19,L5R19S5,Available
CP22830,BK761,copy30,L5,L5R19,L5R19S5,Available
CP22831,BK762,copy1,L5,L5R19,L5R19S6,Available
CP22832,BK762,copy2,L5,L5R19,L5R19S6,Available
CP22833,BK762,copy3,L5,L5R19,L5R19S6,Available
CP22834,BK762,copy4,L5,L5R19,L5R19S6,Available
CP22835,BK762,copy5,L5,L5R19,L5R19S6,Available
CP22836,BK762,copy6,L5,L5R19,L5R19S6,Available
CP22837,BK762,copy7,L5,L5R19,L5R19S6,Available
CP22838,BK762,copy8,L5,L5R19,L5R19S6,Available
CP22839,BK762,copy9,L5,L5R19,L5R19S6,Available
CP22840,BK762,copy10,L5,L5R19,L5R19S6,Available
CP22841,BK762,copy11,L5,L5R19,L5R19S6,Available
CP22842,BK762,copy12,L5,L5R19,L5R19S6,Available
CP22843,BK762,copy13,L5,L5R19,L5R19S6,Available
CP22844,BK762,copy14,L5,L5R19,L5R19S6,Available
CP22845,BK762,copy15,L5,L5R19,L5R19S6,Available
CP22846,BK762,copy16,L5,L5R19,L5R19S6,Available
CP22847,BK762,copy17,L5,L5R19,L5R19S6,Available
CP22848,BK762,copy18,L5,L5R19,L5R19S6,Available
CP22849,BK762,copy19,L5,L5R19,L5R19S6,Available
CP22850,BK762,copy20,L5,L5R19,L5R19S6,Available
CP22851,BK762,copy21,L5,L5R19,L5R19S6,Available
CP22852,BK762,copy22,L5,L5R19,L5R19S6,Available
CP22853,BK762,copy23,L5,L5R19,L5R19S6,Available
CP22854,BK762,copy24,L5,L5R19,L5R19S6,Available
CP22855,BK762,copy25,L5,L5R19,L5R19S6,Available
CP22856,BK762,copy26,L5,L5R19,L5R19S6,Available
CP22857,BK762,copy27,L5,L5R19,L5R19S6,Available
CP22858,BK762,copy28,L5,L5R19,L5R19S6,Available
CP22859,BK762,copy29,L5,L5R19,L5R19S6,Available
CP22860,BK762,copy30,L5,L5R19,L5R19S6,Available
CP22861,BK763,copy1,L5,L5R20,L5R20S1,Available
CP22862,BK763,copy2,L5,L5R20,L5R20S1,Available
CP22863,BK763,copy3,L5,L5R20,L5R20S1,Available
CP22864,BK763,copy4,L5,L5R20,L5R20S1,Available
CP22865,BK763,copy5,L5,L5R20,L5R20S1,Available
CP22866,BK763,copy6,L5,L5R20,L5R20S1,Available
CP22867,BK763,copy7,L5,L5R20,L5R20S1,Available
CP22868,BK763,copy8,L5,L5R20,L5R20S1,Available
CP22869,BK763,copy9,L5,L5R20,L5R20S1,Available
CP22870,BK763,copy10,L5,L5R20,L5R20S1,Available
CP22871,BK763,copy11,L5,L5R20,L5R20S1,Available
CP22872,BK763,copy12,L5,L5R20,L5R20S1,Available
CP22873,BK763,copy13,L5,L5R20,L5R20S1,Available
CP22874,BK763,copy14,L5,L5R20,L5R20S1,Available
CP22875,BK763,copy15,L5,L5R20,L5R20S1,Available
CP22876,BK763,copy16,L5,L5R20,L5R20S1,Available
CP22877,BK763,copy17,L5,L5R20,L5R20S1,Available
CP22878,BK763,copy18,L5,L5R20,L5R20S1,Available
CP22879,BK763,copy19,L5,L5R20,L5R20S1,Available
CP22880,BK763,copy20,L5,L5R20,L5R20S1,Available
CP22881,BK763,copy21,L5,L5R20,L5R20S1,Available
CP22882,BK763,copy22,L5,L5R20,L5R20S1,Available
CP22883,BK763,copy23,L5,L5R20,L5R20S1,Available
CP22884,BK763,copy24,L5,L5R20,L5R20S1,Available
CP22885,BK763,copy25,L5,L5R20,L5R20S1,Available
CP22886,BK763,copy26,L5,L5R20,L5R20S1,Available
CP22887,BK763,copy27,L5,L5R20,L5R20S1,Available
